id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2020-833869;2020-07-15;000001;Vente;420000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;5050;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833869;2020-07-15;000001;Vente;420000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;7035;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833869;2020-07-15;000001;Vente;420000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;7037;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833869;2020-07-15;000001;Vente;420000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;7036;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833869;2020-07-15;000001;Vente;420000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;5048;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6045;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6046;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6043;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6049;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6047;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6051;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6055;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6052;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6053;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6044;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6054;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6056;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833870;2020-07-10;000001;Vente;390000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;6048;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.345598;48.869531
2020-833873;2020-07-20;000001;Vente;665000;71;;RUE MONTORGUEIL;6520;75002;75102;Paris 2e Arrondissement;75;;;75102000AK0012;;;9;57.19;;;;;;;;;1;2;Appartement;51;3;;;;;;2.346796;48.866256
2020-833875;2020-07-06;000001;Vente;45000;11;;RUE MONSIGNY;6446;75002;75102;Paris 2e Arrondissement;75;;;75102000AC0054;;;18;;19;;;;;;;;2;2;Appartement;13;2;;;;;;2.335366;48.86901
2020-833877;2020-07-06;000001;Vente;180000;229;;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AN0096;;;19;14.07;;;;;;;;;1;2;Appartement;14;1;;;;;;2.351239;48.867212
2020-833879;2020-07-09;000001;Vente;144760;36;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AI0126;;;12;11.48;;;;;;;;;1;2;Appartement;26;1;;;;;;2.346627;48.867998
2020-833880;2020-07-22;000001;Vente;148000;7;;RUE NOTRE DAME DES VICTOIRES;6840;75002;75102;Paris 2e Arrondissement;75;;;75102000AE0058;;;35;14.24;;;;;;;;;1;3;Dépendance;;0;;;;;;2.341242;48.867479
2020-833888;2020-07-06;000001;Vente;938200;8;;RUE DE LOUVOIS;5820;75002;75102;Paris 2e Arrondissement;75;;;75102000AF0094;;;142;;165;;;;;;;;2;2;Appartement;27;2;;;;;;2.337411;48.868503
2020-833888;2020-07-06;000001;Vente;938200;8;;RUE DE LOUVOIS;5820;75002;75102;Paris 2e Arrondissement;75;;;75102000AF0094;;;139;79.78;141;;;;;;;;2;2;Appartement;54;2;;;;;;2.337411;48.868503
2020-833889;2020-07-28;000001;Vente;12700000;2;;RUE DE DAMIETTE;2528;75002;75102;Paris 2e Arrondissement;75;;;75102000AN0142;;;;;;;;;;;;;0;4;Local industriel. commercial ou assimilé;;;S;sols;;;277;2.348656;48.867788
2020-833890;2020-07-27;000001;Vente;350000;1;;RUE N D DE BONNE NOUVELLE;6828;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0048;;;2;45.09;;;;;;;;;1;4;Local industriel. commercial ou assimilé;26;0;;;;;;2.349593;48.869409
2020-833892;2020-07-27;000001;Vente;70000;146;;RUE MONTMARTRE;6513;75002;75102;Paris 2e Arrondissement;75;;;75102000AI0063;;;63;;;;;;;;;;1;2;Appartement;8;1;;;;;;2.343497;48.869328
2020-833893;2020-07-10;000001;Vente;847270;38;;RUE D ABOUKIR;0040;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0067;;;21;;6;;;;;;;;2;2;Appartement;55;3;;;;;;2.345115;48.866932
2020-833897;2020-07-20;000001;Vente;420000;12;;RUE LEOPOLD BELLAN;5582;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0093;;;30;35.52;;;;;;;;;1;2;Appartement;35;2;;;;;;2.346313;48.866712
2020-833898;2020-07-23;000001;Vente;356000;41;;RUE SAINT SAUVEUR;8752;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0144;;;21;;22;;;;;;;;2;2;Appartement;15;1;;;;;;2.348094;48.866023
2020-833899;2020-07-17;000001;Vente;526500;26;;RUE ETIENNE MARCEL;3392;75002;75102;Paris 2e Arrondissement;75;;;75102000AL0118;;;23;50.07;;;;;;;;;1;2;Appartement;45;2;;;;;;2.347318;48.864483
2020-833900;2020-07-27;000001;Vente;700002;55;;RUE MONTMARTRE;6513;75002;75102;Paris 2e Arrondissement;75;;;75102000AK0086;;;1;48.05;94;;95;;;;;;3;4;Local industriel. commercial ou assimilé;48;0;;;;;;2.344134;48.865842
2020-833903;2020-07-06;000001;Vente;12600;183;A;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0167;;;73;;;;;;;;;;1;2;Appartement;32;1;;;;;;2.350391;48.865863
2020-833904;2020-07-06;000001;Vente;19800;183;A;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0167;;;74;;;;;;;;;;1;2;Appartement;35;2;;;;;;2.350391;48.865863
2020-833905;2020-07-20;000001;Vente;220000;255;;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0110;;;106;18.15;;;;;;;;;1;2;Appartement;19;1;;;;;;2.351369;48.868296
2020-833909;2020-07-21;000001;Vente;480000;29;;RUE DES JEUNEURS;4973;75002;75102;Paris 2e Arrondissement;75;;;75102000AI0074;;;64;74.65;;;;;;;;;1;4;Local industriel. commercial ou assimilé;60;0;;;;;;2.344313;48.869311
2020-833913;2020-07-23;000001;Vente;2043910;85;B;RUE REAUMUR;8073;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0002;;;11;134.28;;;;;;;;;1;2;Appartement;142;4;;;;;;2.347834;48.866924
2020-833917;2020-07-31;000001;Vente;838550;93;;RUE REAUMUR;8073;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0077;;;102;68.33;;;;;;;;;1;2;Appartement;63;2;;;;;;2.346405;48.867222
2020-833919;2020-08-04;000001;Vente;400000;9;;RUE D ABOUKIR;0040;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0119;;;13;25.52;;;;;;;;;1;2;Appartement;25;2;;;;;;2.342322;48.866381
2020-833922;2020-07-20;000001;Vente;720000;26;;PAS CHOISEUL;2012;75002;75102;Paris 2e Arrondissement;75;;;75102000AD0077;;;7;67.38;;;;;;;;;1;2;Appartement;23;2;;;;;;2.335458;48.867594
2020-833922;2020-07-20;000001;Vente;720000;26;;PAS CHOISEUL;2012;75002;75102;Paris 2e Arrondissement;75;;;75102000AD0077;;;6;67.38;;;;;;;;;1;2;Appartement;64;3;;;;;;2.335458;48.867594
2020-833923;2020-07-20;000001;Vente;470000;7;;RUE DE TRACY;9408;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0102;;;12;;48;;;;;;;;2;2;Appartement;40;2;;;;;;2.352478;48.867969
2020-833927;2020-07-24;000001;Vente;420000;42;;RUE D ABOUKIR;0040;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0069;;;20;20.48;49;;52;;;;;;3;2;Appartement;32;1;;;;;;2.345347;48.866989
2020-833929;2020-07-31;000001;Vente;58000;10;;RUE DE LA PAIX;6998;75002;75102;Paris 2e Arrondissement;75;;;75102000AB0050;;;123;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.33156;48.868834
2020-833930;2020-07-07;000001;Vente;400000;167;;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0099;;;15;38.23;;;;;;;;;1;2;Appartement;30;1;;;;;;2.350159;48.865383
2020-833934;2020-07-30;000001;Vente;630000;33;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0090;;;22;;;;;;;;;;1;2;Appartement;18;1;;;;;;2.347982;48.868653
2020-833934;2020-07-30;000001;Vente;630000;33;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0090;;;18;63.51;19;;2;;20;;;;4;2;Appartement;52;2;;;;;;2.347982;48.868653
2020-833935;2020-07-20;000001;Vente;460000;8;;RUE SAINT SPIRE;8769;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0129;;;27;104.51;28;;29;;30;;31;;11;4;Local industriel. commercial ou assimilé;57;0;;;;;;2.350601;48.868398
2020-833936;2020-07-16;000001;Vente;1730000;18;;RUE DE LA BANQUE;0654;75002;75102;Paris 2e Arrondissement;75;;;75102000AF0039;;;10;;23;100;;;;;;;2;2;Appartement;100;3;;;;;;2.341197;48.86797
2020-833938;2020-07-31;000001;Vente;150000;7;;RUE N D DE BONNE NOUVELLE;6828;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0207;;;14;10.88;;;;;;;;;1;2;Appartement;11;1;;;;;;2.349445;48.869687
2020-833941;2020-07-31;000001;Vente;1046650;11;;RUE BEAUREGARD;0789;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0052;;;104;;14;;17;;22;;23;;7;2;Appartement;93;6;;;;;;2.349169;48.869419
2020-833942;2020-07-23;000001;Vente;415000;41;;RUE DU SENTIER;8922;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0046;;;12;31.52;;;;;;;;;1;2;Appartement;32;1;;;;;;2.346178;48.870378
2020-833943;2020-07-29;000001;Vente;53000;4;;RUE SAINT FIACRE;8609;75002;75102;Paris 2e Arrondissement;75;;;75102000AH0039;;;2007;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;8;0;;;;;;2.345598;48.869531
2020-833944;2020-07-30;000001;Vente;4450000;4;B;PL DES VICTOIRES;9741;75002;75102;Paris 2e Arrondissement;75;;;75102000AE0066;;;18;210.32;;;;;;;;;1;2;Appartement;210;6;;;;;;2.340576;48.865995
2020-833944;2020-07-30;000001;Vente;4450000;6;;PL DES VICTOIRES;9741;75002;75102;Paris 2e Arrondissement;75;;;75102000AE0067;;;9;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.340718;48.866065
2020-833944;2020-07-30;000001;Vente;4450000;2;;RUE NOTRE DAME DES VICTOIRES;6840;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0127;;;49;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.341263;48.866494
2020-833947;2020-07-20;000001;Vente;638000;4;;RUE BEAUREGARD;0789;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0084;;;2;;;;;;;;;;1;2;Appartement;50;3;;;;;;2.348046;48.869102
2020-833949;2020-07-28;000001;Vente;201000;137;;RUE SAINT DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AL0095;;;41;;;;;;;;;;1;2;Appartement;20;1;;;;;;2.349875;48.864232
2020-833957;2020-07-17;000001;Vente;395000;49;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0102;;;12;29.96;;;;;;;;;1;2;Appartement;40;2;;;;;;2.348837;48.868909
2020-833958;2020-07-02;000001;Vente;88500;17;;RUE BLONDEL;1021;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0053;;;2;;28;;;;;;;;2;4;Local industriel. commercial ou assimilé;11;0;;;;;;2.353081;48.868713
2020-833959;2020-08-11;000001;Vente;225000;187;;RUE SAINT-DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0042;;;107;16.01;;;;;;;;;1;2;Appartement;16;1;;;;;;2.350199;48.866175
2020-833965;2020-07-30;000001;Vente;754740;5;;RUE CHABANAIS;1669;75002;75102;Paris 2e Arrondissement;75;;;75102000AE0017;;;35;;9;58.66;;;;;;;2;2;Appartement;65;2;;;;;;2.336611;48.867309
2020-833969;2020-07-30;000001;Vente;;7;;RUE DE TRACY;9408;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0102;;;55;;56;;57;;58;66.79;;;4;4;Local industriel. commercial ou assimilé;110;0;;;;;;2.352478;48.867969
2020-833975;2020-08-20;000001;Vente;320000;33;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0090;;;11;;12;;3;;;;;;3;2;Appartement;31;1;;;;;;2.347982;48.868653
2020-833976;2020-08-11;000001;Vente;176160;2;;RUE DE LA VILLE NEUVE;9834;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0067;;;30;20.66;;;;;;;;;1;2;Appartement;19;1;;;;;;2.348686;48.869398
2020-833977;2020-07-28;000001;Vente;800000;19;;RUE D ABOUKIR;0040;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0110;;;4;;;;;;;;;;1;2;Appartement;16;1;;;;;;2.343092;48.866656
2020-833977;2020-07-28;000001;Vente;800000;19;;RUE D ABOUKIR;0040;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0110;;;2;;3;;4;;;;;;3;4;Local industriel. commercial ou assimilé;68;0;;;;;;2.343092;48.866656
2020-833980;2020-07-30;000001;Vente;30000;17;;BD MONTMARTRE;6510;75002;75102;Paris 2e Arrondissement;75;;;75102000AG0052;;;85;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.340741;48.871594
2020-833983;2020-08-24;000001;Vente;150000;1;;RUE DE LA MICHODIERE;5302;75002;75102;Paris 2e Arrondissement;75;;;75102000AC0067;;;31;;9;;;;;;;;2;2;Appartement;20;1;;;;;;2.334301;48.869123
2020-833985;2020-07-29;000001;Vente;7000;7;;RUE SAINT-SAUVEUR;8752;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0108;;;118;;;;;;;;;;1;2;Appartement;42;2;;;;;;2.349809;48.865685
2020-833988;2020-08-11;000001;Vente;402950;94;;RUE MONTMARTRE;6513;75002;75102;Paris 2e Arrondissement;75;;;75102000AJ0165;;;18;;3;;;;;;;;2;2;Appartement;37;2;;;;;;2.344366;48.867122
2020-833990;2020-08-04;000001;Vente;1090000;79;;RUE REAUMUR;8073;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0021;;;11;80.42;;;;;;;;;1;2;Appartement;85;2;;;;;;2.348683;48.866731
2020-833991;2020-08-04;000001;Vente;358185;253;;RUE SAINT-DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0109;;;49;27.03;50;;;;;;;;2;2;Appartement;30;2;;;;;;2.351092;48.868321
2020-833993;2020-08-26;000001;Vente;630000;11;;RUE TIQUETONNE;9318;75002;75102;Paris 2e Arrondissement;75;;;75102000AL0103;;;10;52.85;;;;;;;;;1;2;Appartement;55;2;;;;;;2.349087;48.864338
2020-833994;2020-08-05;000001;Vente;650000;1;;RUE DE LA BANQUE;0654;75002;75102;Paris 2e Arrondissement;75;;;75102000AE0046;;;38;;68;43.31;;;;;;;2;2;Appartement;42;2;;;;;;2.339783;48.866268
2020-833995;2020-08-10;000001;Vente;140000;223;;RUE SAINT-DENIS;8525;75002;75102;Paris 2e Arrondissement;75;;;75102000AN0094;;;5;18.77;;;;;;;;;1;2;Appartement;19;1;;;;;;2.351123;48.867033
2020-833997;2020-08-31;000001;Vente;2450000;13;;RUE DU QUATRE SEPTEMBRE;7930;75002;75102;Paris 2e Arrondissement;75;;;75102000AF0075;;;1;;101;;13;;;;;;3;4;Local industriel. commercial ou assimilé;150;0;;;;;;2.337157;48.869262
2020-833997;2020-08-31;000001;Vente;2450000;13;;RUE DU QUATRE SEPTEMBRE;7930;75002;75102;Paris 2e Arrondissement;75;;;75102000AF0075;;;14;;2;56.8;;;;;;;2;4;Local industriel. commercial ou assimilé;118;0;;;;;;2.337157;48.869262
2020-834001;2020-08-31;000001;Vente;;10;;RUE SAINTE FOY;8561;75002;75102;Paris 2e Arrondissement;75;;;75102000AP0127;;;10;22.03;;;;;;;;;1;2;Appartement;22;1;;;;;;2.350804;48.868511
2020-834002;2020-09-01;000001;Vente;450110;6;;RUE DES PETITS CARREAUX;7346;75002;75102;Paris 2e Arrondissement;75;;;75102000AM0007;;;23;30.18;8;;;;;;;;2;2;Appartement;35;1;;;;;;2.347435;48.866517
2020-834005;2020-09-07;000001;Vente;397205;49;;RUE DE CLERY;2110;75002;75102;Paris 2e Arrondissement;75;;;75102000AO0102;;;10;30.35;26;;;;;;;;2;2;Appartement;31;2;;;;;;2.348837;48.868909
2020-834006;2020-09-08;000001;Vente;86000;44;;RUE DU CAIRE;1432;75002;75102;Paris 2e Arrondissement;75;;;75102000AN0038;;;15;49.01;25;;27;;;;;;3;2;Appartement;38;2;;;;;;2.349138;48.86808
