id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2020-821772;2020-07-15;000001;Vente;960000;59;;RUE BRILLAT SAVARIN;1300;75013;75113;Paris 13e Arrondissement;75;;;75113000DJ0001;;;36;;50;;;;;;;;2;2;Appartement;110;5;;;;;;2.343493;48.822531
2020-821772;2020-07-15;000001;Vente;960000;59;;RUE BRILLAT SAVARIN;1300;75013;75113;Paris 13e Arrondissement;75;;;75113000DJ0001;;;135;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.343493;48.822531
2020-821773;2020-07-20;000001;Vente;190000;17;;RUE DUNOIS;2992;75013;75113;Paris 13e Arrondissement;75;;;75113000BL0073;;;569;16.04;;;;;;;;;1;2;Appartement;16;1;;;;;;2.369463;48.83027
2020-821773;2020-07-20;000001;Vente;190000;17;;RUE DUNOIS;2992;75013;75113;Paris 13e Arrondissement;75;;;75113000BL0073;;;630;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.369463;48.83027
2020-821774;2020-07-02;000001;Vente;351000;9;;RUE PHILIBERT LUCOT;7375;75013;75113;Paris 13e Arrondissement;75;;;75113000DT0038;;;37;35.71;6;;;;;;;;2;2;Appartement;36;2;;;;;;2.361779;48.822182
2020-821775;2020-07-08;000001;Vente;205000;9;;VLA D ESTE;3371;75013;75113;Paris 13e Arrondissement;75;;;75113000CV0011;;;4271;;4655;28.8;;;;;;;2;2;Appartement;28;1;;;;;;2.364576;48.821369
2020-821776;2020-07-01;000001;Vente;551600;172;;AV DE CHOISY;2015;75013;75113;Paris 13e Arrondissement;75;;;75113000AY0007;;;45;;760;;;;;;;;2;2;Appartement;74;3;;;;;;2.357395;48.83038
2020-821776;2020-07-01;000001;Vente;551600;172;;AV DE CHOISY;2015;75013;75113;Paris 13e Arrondissement;75;;;75113000AY0007;;;255;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.357395;48.83038
2020-821777;2020-07-09;000001;Vente;12000;68;;RUE DU MOULIN DE LA POINTE;6589;75013;75113;Paris 13e Arrondissement;75;;;75113000DR0001;;;107;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.35607;48.820911
2020-821778;2020-07-07;000001;Vente;495000;26;;RUE BOUSSINGAULT;1221;75013;75113;Paris 13e Arrondissement;75;;;75113000DL0065;;;28;48.15;;;;;;;;;1;2;Appartement;45;3;;;;;;2.344783;48.824125
2020-821779;2020-07-01;000001;Vente;22500;19;;RUE GUYTON DE MORVEAU;4447;75013;75113;Paris 13e Arrondissement;75;;;75113000DN0011;;;34;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.347716;48.824822
2020-821780;2020-07-10;000001;Vente;294000;14;;RUE BRILLAT SAVARIN;1300;75013;75113;Paris 13e Arrondissement;75;;;75113000DP0002;;;3;;83;34.78;;;;;;;2;2;Appartement;33;2;;;;;;2.351086;48.822042
2020-821781;2020-07-20;000001;Vente;120000;29;;RUE ESQUIROL;3366;75013;75113;Paris 13e Arrondissement;75;;;75113000AQ0022;;;12;12.62;;;;;;;;;1;2;Appartement;13;1;;;;;;2.360232;48.834974
2020-821782;2020-07-03;000001;Vente;25000;25;;BD ARAGO;0402;75013;75113;Paris 13e Arrondissement;75;;;75113000EV0001;;;1246;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.349229;48.835282
2020-821783;2020-07-06;000001;Vente;727195;131;;RUE JEANNE D ARC;4930;75013;75113;Paris 13e Arrondissement;75;;;75113000AQ0039;;;115;;163;70.03;77;;;;;;3;2;Appartement;69;3;;;;;;2.36028;48.835357
2020-821784;2020-07-02;000001;Vente;240000;38;;RUE DE LA BUTTE AUX CAILLES;1394;75013;75113;Paris 13e Arrondissement;75;;;75113000EE0026;;;4;;9;;;;;;;;2;2;Appartement;16;1;;;;;;2.34838;48.82766
2020-821785;2020-07-10;000001;Vente;336800;4;;RUE DE DOMREMY;2894;75013;75113;Paris 13e Arrondissement;75;;;75113000BJ0029;;;14;30.14;;;;;;;;;1;2;Appartement;28;2;;;;;;2.373888;48.831008
2020-821786;2020-07-06;000001;Vente;410000;242;;RUE DE TOLBIAC;9337;75013;75113;Paris 13e Arrondissement;75;;;75113000EH0012;;;24;44.1;59;;;;;;;;2;2;Appartement;33;2;;;;;;2.342187;48.826553
2020-821787;2020-07-22;000001;Vente;475000;7;;PL PINEL;7493;75013;75113;Paris 13e Arrondissement;75;;;75113000AP0030;;;141;;3;61.13;;;;;;;2;4;Local industriel. commercial ou assimilé;57;0;;;;;;2.360695;48.833256
2020-821787;2020-07-22;000001;Vente;475000;7;;PL PINEL;7493;75013;75113;Paris 13e Arrondissement;75;;;75113000AP0030;;;266;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;12;0;;;;;;2.360695;48.833256
2020-821788;2020-07-07;000001;Vente;500000;40;;RUE DU BANQUIER;0656;75013;75113;Paris 13e Arrondissement;75;;;75113000AT0020;;;18;;3;60.88;;;;;;;2;2;Appartement;60;2;;;;;;2.354104;48.83483
2020-821789;2020-07-20;000001;Vente;187000;7;;VLA DES GOBELINS;4212;75013;75113;Paris 13e Arrondissement;75;;;75113000EU0023;;;19;15.52;;;;;;;;;1;2;Appartement;17;1;;;;;;2.353043;48.833506
2020-821790;2020-07-07;000001;Vente;725000;11;;RUE PRIMO LEVI;7834;75013;75113;Paris 13e Arrondissement;75;;;75113000BU0034;;;211;66.28;;;;;;;;;1;2;Appartement;66;3;;;;;;2.379644;48.830807
2020-821791;2020-07-16;000001;Vente;745000;173;;RUE DE TOLBIAC;9337;75013;75113;Paris 13e Arrondissement;75;;;75113000DW0050;;;35;;;;;;;;;;1;2;Appartement;74;4;;;;;;2.353476;48.825714
2020-821792;2020-07-17;000001;Vente;630000;30;;AV D ITALIE;4754;75013;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;3976;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.354633;48.829151
2020-821792;2020-07-17;000001;Vente;630000;36;;AV D ITALIE;4754;75013;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;9588;67.02;9591;;;;;;;;2;2;Appartement;67;3;;;;;;2.354633;48.829151
2020-821793;2020-07-01;000001;Vente;11000;30;;AV D ITALIE;4754;75013;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;4191;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.354633;48.829151
2020-821794;2020-07-23;000001;Vente;260000;20;;RUE ALBERT;0114;75013;75113;Paris 13e Arrondissement;75;;;75113000CO0040;;;130;29.89;165;;;;;;;;2;2;Appartement;27;1;;;;;;2.373337;48.824729
2020-821795;2020-07-23;000001;Vente;365000;108;;RUE NATIONALE;6693;75013;75113;Paris 13e Arrondissement;75;;;75113000BB0037;;;23;38.67;50;;;;;;;;2;2;Appartement;39;2;;;;;;2.365736;48.828719
2020-821796;2020-07-08;000001;Vente;445000;31;;RUE ESQUIROL;3366;75013;75113;Paris 13e Arrondissement;75;;;75113000AQ0023;;;18;43.45;;;;;;;;;1;2;Appartement;43;3;;;;;;2.359995;48.835111
2020-821797;2020-07-20;000001;Vente;385000;92;;RUE BROCA;1313;75013;75113;Paris 13e Arrondissement;75;;;75113000EL0029;;;2;;;;;;;;;;1;2;Appartement;40;2;;;;;;2.346143;48.835846
2020-821798;2020-07-01;000001;Vente;220235;95;;RUE DE LA SANTE;8809;75013;75113;Paris 13e Arrondissement;75;;;75113000EI0010;;;154;;345;103.64;;;;;;;2;2;Appartement;104;6;;;;;;2.342074;48.830272
2020-821798;2020-07-01;000001;Vente;220235;111;;RUE DE LA SANTE;8809;75013;75113;Paris 13e Arrondissement;75;;;75113000EI0012;;;78;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.342382;48.829101
2020-821799;2020-07-23;000001;Vente;1325000;89;;RUE BARRAULT;0679;75013;75113;Paris 13e Arrondissement;75;;;75113000DM0015;;;33;312.31;;;;;;;;;1;4;Local industriel. commercial ou assimilé;540;0;;;;;;2.346974;48.823156
2020-821800;2020-07-06;000001;Vente;292910;10;;RUE LE BRUN;5433;75013;75113;Paris 13e Arrondissement;75;;;75113000AS0031;;;17;25.53;48;;;;;;;;2;2;Appartement;27;2;;;;;;2.35487;48.836908
2020-821801;2020-07-02;000001;Vente;615000;59;;BD ARAGO;0402;75013;75113;Paris 13e Arrondissement;75;;;75113000EK0016;;;113;;171;57.64;;;;;;;2;2;Appartement;59;2;;;;;;2.343968;48.834337
2020-821802;2020-07-02;000002;Vente;30000;59;;BD ARAGO;0402;75013;75113;Paris 13e Arrondissement;75;;;75113000EK0016;;;14;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.343968;48.834337
2020-821803;2020-07-10;000001;Vente;599960;124;;RUE DE TOLBIAC;9337;75013;75113;Paris 13e Arrondissement;75;;;75113000DY0028;;;18;57.04;65;;67;;;;;;3;2;Appartement;56;3;;;;;;2.359413;48.826365
2020-821804;2020-07-20;000001;Vente;280000;12;;RUE DE PATAY;7098;75013;75113;Paris 13e Arrondissement;75;;;75113000CI0008;;;21;55.11;23;;;;;;;;2;4;Local industriel. commercial ou assimilé;63;0;;;;;;2.376225;48.824842
2020-821805;2020-07-22;000001;Vente;455000;84;;RUE BOBILLOT;1040;75013;75113;Paris 13e Arrondissement;75;;;75113000DM0031;;;38;;9;;;;;;;;2;2;Appartement;46;3;;;;;;2.348088;48.824088
2020-821806;2020-07-17;000001;Vente;26600;26;;PL JEANNE D ARC;4929;75013;75113;Paris 13e Arrondissement;75;;;75113000BL0073;;;349;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.369463;48.83027
2020-821807;2020-07-06;000001;Vente;130000;174;;RUE DE TOLBIAC;9337;75013;75113;Paris 13e Arrondissement;75;;;75113000ED0121;;;18;10.02;;;;;;;;;1;2;Appartement;10;1;;;;;;2.351496;48.826224
2020-821808;2020-07-16;000001;Vente;290000;41;;AV DES GOBELINS;4209;75013;75113;Paris 13e Arrondissement;75;;;75113000AS0055;;;46;27.11;73;;;;;;;;2;2;Appartement;27;2;;;;;;2.35328;48.835619
2020-821809;2020-07-01;000001;Vente;8000;88;;BD DE L HOPITAL;4649;75013;75113;Paris 13e Arrondissement;75;;;75113000AL0042;;;89;7.7;;;;;;;;;1;2;Appartement;61;3;;;;;;2.358964;48.837177
2020-821810;2020-07-03;000001;Vente;788000;84;;RUE VERGNIAUD;9679;75013;75113;Paris 13e Arrondissement;75;;;75113000DK0008;;;280;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.343663;48.823258
2020-821810;2020-07-03;000001;Vente;788000;84;;RUE VERGNIAUD;9679;75013;75113;Paris 13e Arrondissement;75;;;75113000DK0008;;;165;;84;82.1;;;;;;;2;2;Appartement;81;4;;;;;;2.343663;48.823258
2020-821812;2020-07-09;000001;Vente;8250;27;;RUE CHARLES FOURIER;1834;75013;75113;Paris 13e Arrondissement;75;;;75113000DN0084;;;35;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.350776;48.825339
2020-821813;2020-07-08;000001;Vente;330000;89;;RUE BARRAULT;0679;75013;75113;Paris 13e Arrondissement;75;;;75113000DM0015;;;21;31.14;;;;;;;;;1;2;Appartement;37;2;;;;;;2.346974;48.823156
2020-821814;2020-07-24;000001;Vente;268645;9;;RUE ESQUIROL;3366;75013;75113;Paris 13e Arrondissement;75;;;75113000AQ0010;;;12;19.98;24;;;;;;;;2;2;Appartement;19;1;;;;;;2.360945;48.833904
2020-821816;2020-07-09;000001;Vente;394000;37;;RUE NATIONALE;6693;75013;75113;Paris 13e Arrondissement;75;;;75113000CR0003;;;21;36.5;29;;7;;;;;;3;2;Appartement;30;3;;;;;;2.367557;48.824162
2020-821817;2020-07-16;000001;Vente;920000;42;;RUE PASCAL;7076;75013;75113;Paris 13e Arrondissement;75;;;75113000EN0011;;;172;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.347954;48.836268
2020-821817;2020-07-16;000001;Vente;920000;42;;RUE PASCAL;7076;75013;75113;Paris 13e Arrondissement;75;;;75113000EN0011;;;109;;434;63.57;;;;;;;2;2;Appartement;64;3;;;;;;2.347954;48.836268
2020-821818;2020-07-20;000001;Vente;650000;102;;BD KELLERMANN;5146;75013;75113;Paris 13e Arrondissement;75;;;75113000DI0006;;;12;75.19;54;;;;;;;;2;2;Appartement;75;3;;;;;;2.345656;48.820082
2020-821818;2020-07-20;000001;Vente;650000;102;;BD KELLERMANN;5146;75013;75113;Paris 13e Arrondissement;75;;;75113000DI0006;;;94;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.345656;48.820082
2020-821819;2020-07-28;000001;Vente;210000;84;;BD MASSENA;6155;75013;75113;Paris 13e Arrondissement;75;;;75113000CV0005;;;11454;;;;;;;;;;1;2;Appartement;34;1;;;;;;2.367319;48.821948
2020-821819;2020-07-28;000001;Vente;210000;84;;BD MASSENA;6155;75013;75113;Paris 13e Arrondissement;75;;;75113000CV0005;;;11028;;;;;;;;;;1;2;Appartement;34;1;;;;;;2.367319;48.821948
2020-821821;2020-07-24;000001;Vente;190000;2;;RUE BOBILLOT;1040;75013;75113;Paris 13e Arrondissement;75;;;75113000EB0058;;;17;;4;34;;;;;;;2;2;Appartement;40;2;;;;;;2.354501;48.830586
2020-821825;2020-07-23;000001;Vente;190000;26;;RUE LE BRUN;5433;75013;75113;Paris 13e Arrondissement;75;;;75113000AS0038;;;11;21.96;;;;;;;;;1;2;Appartement;176;4;;;;;;2.354498;48.836086
2020-821826;2020-07-23;000001;Vente;465000;27;;RUE CAILLAUX;1423;75013;75113;Paris 13e Arrondissement;75;;;75113000DT0008;;;31;;4;45.07;;;;;;;2;2;Appartement;44;2;;;;;;2.359774;48.822219
2020-821827;2020-07-09;000001;Vente;210000;19;;RUE DE LA VISTULE;9884;75013;75113;Paris 13e Arrondissement;75;;;75113000DU0056;;;15;26.76;362;;;;;;;;2;2;Appartement;26;1;;;;;;2.359807;48.822768
2020-821827;2020-07-09;000001;Vente;210000;19;;RUE DE LA VISTULE;9884;75013;75113;Paris 13e Arrondissement;75;;;75113000DU0056;;;409;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.359807;48.822768
2020-821828;2020-07-31;000001;Vente;110000;27;;RUE CAILLAUX;1423;75013;75113;Paris 13e Arrondissement;75;;;75113000DT0008;;;20;11.78;;;;;;;;;1;2;Appartement;15;1;;;;;;2.359774;48.822219
2020-821829;2020-07-06;000001;Vente;275000;180;;RUE JEANNE D ARC;4930;75013;75113;Paris 13e Arrondissement;75;;;75113000AR0030;;;22;23.04;44;;;;;;;;2;2;Appartement;21;2;;;;;;2.357356;48.838227
2020-821830;2020-07-16;000001;Vente;110000;20;;RUE DU DOC LUCAS CHAMPIONNIERE;2858;75013;75113;Paris 13e Arrondissement;75;;;75113000DQ0013;;;2;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;15;0;;;;;;2.354866;48.822386
2020-821831;2020-07-23;000001;Vente;175050;22;;AV DE CHOISY;2015;75013;75113;Paris 13e Arrondissement;75;;;75113000CV0012;;;333;;38;;;;;;;;2;2;Appartement;67;3;;;;;;2.36396;48.821582
2020-821832;2020-07-07;000001;Vente;400000;102;;RUE DE LA GLACIERE;4201;75013;75113;Paris 13e Arrondissement;75;;;75113000EI0013;;;24;;70;;;;;;;;2;2;Appartement;48;2;;;;;;2.342812;48.828979
2020-821833;2020-07-31;000001;Vente;365000;11;;RUE PHILIBERT LUCOT;7375;75013;75113;Paris 13e Arrondissement;75;;;75113000DT0037;;;25;;3;37.13;;;;;;;2;2;Appartement;36;2;;;;;;2.3616;48.822137
2020-821834;2020-07-17;000001;Vente;300000;47;;RUE DE DOMREMY;2894;75013;75113;Paris 13e Arrondissement;75;;;75113000BH0039;;;604;26.41;658;;;;;;;;2;4;Local industriel. commercial ou assimilé;22;0;;;;;;2.370623;48.828631
2020-821835;2020-07-24;000001;Vente;610000;48;B;RUE BOBILLOT;1040;75013;75113;Paris 13e Arrondissement;75;;;75113000ED0127;;;7;60.33;;;;;;;;;1;2;Appartement;62;2;;;;;;2.350808;48.826585
2020-821836;2020-07-16;000001;Vente;482451;113;B;BD DE L HOPITAL;4649;75013;75113;Paris 13e Arrondissement;75;;;75113000AQ0036;;;37;43.94;;;;;;;;;1;2;Appartement;44;2;;;;;;2.359337;48.83604
2020-821837;2020-07-24;000001;Vente;488250;11;;RUE DU JURA;5125;75013;75113;Paris 13e Arrondissement;75;;;75113000AR0016;;;110;;54;;;;;;;;2;2;Appartement;38;1;;;;;;2.356572;48.837371
2020-821838;2020-07-31;000001;Vente;410000;92;;RUE DE PATAY;7098;75013;75113;Paris 13e Arrondissement;75;;;75113000CH0001;;;11;;18;;;;;;;;2;2;Appartement;36;2;;;;;;2.37191;48.827465
2020-821839;2020-07-23;000001;Vente;550000;127;;BD AUGUSTE BLANQUI;0541;75013;75113;Paris 13e Arrondissement;75;;;75113000EI0008;;;145;;63;;;;;;;;2;2;Appartement;63;3;;;;;;2.343255;48.830555
2020-821840;2020-07-09;000001;Vente;210000;3;B;RUE FRANCOISE DOLTO;3817;75013;75113;Paris 13e Arrondissement;75;;;75113000BW0043;;;138;;39;;;;;;;;2;2;Appartement;47;2;;;;;;2.382986;48.82919
2020-821840;2020-07-09;000001;Vente;210000;3;B;RUE FRANCOISE DOLTO;3817;75013;75113;Paris 13e Arrondissement;75;;;75113000BW0043;;;94;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.382986;48.82919
