id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2020-815755;2020-09-24;000001;Adjudication;6500;17;;RUE HENRI RIBIERE;4591;75019;75119;Paris 19e Arrondissement;75;;;75119000DX0002;;;2109;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.394627;48.877177
2020-831468;2020-07-07;000001;Vente;174088;28;B;AV CORENTIN CARIOU;2334;75019;75119;Paris 19e Arrondissement;75;;;75119000BD0022;;;66;27.3;;;;;;;;;1;4;Local industriel. commercial ou assimilé;27;0;;;;;;2.384714;48.89639
2020-831469;2020-07-06;000001;Vente;257200;149;;RUE DE BELLEVILLE;0833;75019;75119;Paris 19e Arrondissement;75;;;75119000EA0065;;;8;29.8;;;;;;;;;1;2;Appartement;29;2;;;;;;2.390217;48.875971
2020-831471;2020-07-02;000001;Vente;300000;42;;RUE MANIN;5976;75019;75119;Paris 19e Arrondissement;75;;;75119000CX0039;;;100;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.391776;48.884194
2020-831471;2020-07-02;000001;Vente;300000;42;;RUE MANIN;5976;75019;75119;Paris 19e Arrondissement;75;;;75119000CX0039;;;150;;22;;;;;;;;2;2;Appartement;42;2;;;;;;2.391776;48.884194
2020-831472;2020-07-02;000001;Vente;100000;49;;RUE DE ROMAINVILLE;8333;75019;75119;Paris 19e Arrondissement;75;;;75119000DT0086;;;1019;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.402446;48.877952
2020-831474;2020-07-01;000001;Vente;190000;52;;RUE D HAUTPOUL;4502;75019;75119;Paris 19e Arrondissement;75;;;75119000CW0030;;;840;23.17;875;;;;;;;;2;2;Appartement;25;2;;;;;;2.38757;48.884931
2020-831478;2020-07-06;000001;Vente;130000;18;;RUE DU RHIN;8183;75019;75119;Paris 19e Arrondissement;75;;;75119000EN0046;;;24;14.22;;;;;;;;;1;2;Appartement;15;1;;;;;;2.381241;48.884124
2020-831479;2020-07-03;000001;Vente;117475;1;;RUE D HAUTPOUL;4502;75019;75119;Paris 19e Arrondissement;75;;;75119000DH0012;;;209;;234;31;;;;;;;2;2;Appartement;30;2;;;;;;2.388161;48.880945
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;42;2;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;49;2;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;34;2;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;42;4;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;48;3;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;52;3;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;48;3;S;sols;;;516;2.37544;48.893444
2020-831480;2020-07-03;000001;Vente;65625;105;;RUE DE L OURCQ;6980;75019;75119;Paris 19e Arrondissement;75;;;75119000AI0012;;;;;;;;;;;;;0;2;Appartement;48;3;S;sols;;;516;2.37544;48.893444
