id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2020-817333;2020-12-22;000001;Vente;25000;15;;BD DE PICPUS;7401;75012;75112;Paris 12e Arrondissement;75;;;75112000BZ0038;;;133;;;;;;;;;;1;3;Dépendance;;0;;;;;;2.400572;48.841828
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;50;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;49;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;50;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;4;Local industriel. commercial ou assimilé;54;0;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;4;Local industriel. commercial ou assimilé;39;0;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;49;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;50;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;49;3;S;sols;;;316;2.398232;48.834376
2020-819120;2020-07-01;000001;Vente;7000000;6;;RUE DE FECAMP;3539;75012;75112;Paris 12e Arrondissement;75;;;75112000BR0030;;;;;;;;;;;;;0;2;Appartement;50;3;S;sols;;;316;2.398232;48.834376
